"eta","SNR","dataSpars","truZeroPerc","falseZeroperc","mechaZeroperc","integerizZeroPerc","rep","id","x1","rawCount1","rawCount2","rawCount3","rawCount4","rawCount5","rawCount6","rawCount7","rawCount8","rawCount9","rawCount10","rawCount11","rawCount12","rawCount13","rawCount14","rawCount15","rawCount16","rawCount17","rawCount18","rawCount19","rawCount20","rawCount21","rawCount22","rawCount23","rawCount24","rawCount25","rawCount26","rawCount27","rawCount28","rawCount29","rawCount30","rawCount31","rawCount32","rawCount33","rawCount34","rawCount35","rawCount36","rawCount37","rawCount38","rawCount39","rawCount40","rawCount41","rawCount42","rawCount43","rawCount44","rawCount45","rawCount46","rawCount47","rawCount48","rawCount49","rawCount50","rawCount51","rawCount52","rawCount53","rawCount54","rawCount55","rawCount56","rawCount57","rawCount58","rawCount59","rawCount60","rawCount61","rawCount62","rawCount63","rawCount64","rawCount65","rawCount66","rawCount67","rawCount68","rawCount69","rawCount70","rawCount71","rawCount72","rawCount73","rawCount74","rawCount75","rawCount76","rawCount77","rawCount78","rawCount79","rawCount80","rawCount81","rawCount82","rawCount83","rawCount84","rawCount85","rawCount86","rawCount87","rawCount88","rawCount89","rawCount90","rawCount91","rawCount92","rawCount93","rawCount94","rawCount95","rawCount96","rawCount97","rawCount98","rawCount99","rawCount100","rawCount101","rawCount102","rawCount103","rawCount104","rawCount105","rawCount106","rawCount107","rawCount108","rawCount109","rawCount110","rawCount111","rawCount112","rawCount113","rawCount114","rawCount115","rawCount116","rawCount117","rawCount118","rawCount119","rawCount120","rawCount121","rawCount122","rawCount123","rawCount124","rawCount125","rawCount126","rawCount127","rawCount128","rawCount129","rawCount130","rawCount131","rawCount132","rawCount133","rawCount134","rawCount135","rawCount136","rawCount137","rawCount138","rawCount139","rawCount140","rawCount141","rawCount142","rawCount143","rawCount144","rawCount145","rawCount146","rawCount147","rawCount148","rawCount149","rawCount150","rawCount151","rawCount152","rawCount153","rawCount154","rawCount155","rawCount156","rawCount157","rawCount158","rawCount159","rawCount160","rawCount161","rawCount162","rawCount163","rawCount164","rawCount165","rawCount166","rawCount167","rawCount168","rawCount169","rawCount170","rawCount171","rawCount172","rawCount173","rawCount174","rawCount175","rawCount176","rawCount177","rawCount178","rawCount179","rawCount180","rawCount181","rawCount182","rawCount183","rawCount184","rawCount185","rawCount186","rawCount187","rawCount188","rawCount189","rawCount190","rawCount191","rawCount192","rawCount193","rawCount194","rawCount195","rawCount196","rawCount197","rawCount198","rawCount199","rawCount200","rawCount201","rawCount202","rawCount203","rawCount204","rawCount205","rawCount206","rawCount207","rawCount208","rawCount209","rawCount210","rawCount211","rawCount212","rawCount213","rawCount214","rawCount215","rawCount216","rawCount217","rawCount218"
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,144,0,0,3,0,0,7,37,4,0,0,0,0,0,29,0,0,0,28,0,0,1,0,0,0,0,213,0,7,15,17,11,0,0,38,0,0,0,31,5,0,0,0,0,0,361,0,2,0,0,9,0,21,0,0,4,0,26,0,0,0,0,0,0,0,0,12,0,0,0,0,10,5,0,476,6,0,9,0,0,148,0,7,1,5,4,10,0,6,0,0,0,23,0,0,13,13,25,0,0,11,4,0,109,14,0,0,1,3,45,0,21,0,2,10,0,0,0,10,7,7,0,20,19,4,98,0,0,14,4,0,0,0,0,8,0,0,48,0,3,0,0,30,0,6,0,1,0,53,0,0,0,0,0,0,0,3,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,2,179,0,76,0,37,72,18,0,0,0,0,0,473,1,6,10,33,5,0,6,95,0,0,0,0,52,0,0,0,0,19,94,0,2,0,0,23,0,0,0,0,1,20,0,0,7,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,145,1,3,0,28,0,80,579,0,0,5,0,154,177,0,0,0,0,0,0,0,26,0,86,5,15,0,7,0,0,0,7,0,5,0,58,0,17,11,0,0,0,9,0,1,15,0,0,0,62,0,17,0,0,0,0,38,0,0,0,3,63,30,0,0,0,2,0,535,0,0,2,0,32,0,0,0,10,0,77,8,0,0,0,0,204,126,0,0,0,0,0,0,6,45,0,6,391,3,0,151,50,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,41,0,3,0,3,0,13,51,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,59,0,0,0,2,56,4,0,0,0,0,7,0,40,0,33,0,0,0,0,0,37,0,0,3,8,337,2,0,0,0,0,0,22,0,14,0,0,485,152,18,9,0,0,0,5,30,5,0,0,0,0,0,7,10,0,0,0,2,0,0,9,0,23,0,0,38,0,1
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,146,1,0,0,28,0,268,611,0,106,0,0,293,432,0,0,0,0,0,0,0,24,9,61,1,34,0,14,0,456,0,4,0,0,0,86,0,37,0,0,0,0,7,0,0,0,28,15,0,0,0,0,0,2,0,6,0,0,90,0,0,59,95,82,0,101,0,0,0,60,0,0,137,92,2,14,0,0,1,81,3,0,0,15,0,3,0,0,0,0,0,0,0,0,88,0,0,494,0,11,135,112,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,127,7,0,0,256,0,0,0,23,0,2,0,0,0,0,0,0,0,3,527,0,0,0,0,0,45,0,3,0,0,0,0,0,0,0,0,10,0,47,81,0,14,0,0,0,0,47,0,54,13,0,0,4,0,0,1,0,12,0,558,0,0,0,0,0,21,18,0,28,0,0,950,169,47,5,0,0,0,6,39,0,0,1,0,2,0,0,7,0,0,0,3,0,0,0,0,2,0,13,35,0,3
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,147,1,0,106,27,0,137,338,0,0,6,0,273,400,0,0,6,0,252,0,0,20,0,167,0,0,0,0,0,441,7,0,0,0,16,60,0,0,0,0,0,0,0,3,118,18,59,0,0,0,0,0,0,0,0,0,40,1,259,0,0,0,37,0,0,0,7,0,0,92,0,2,104,58,285,10,0,0,0,0,4,10,0,0,0,0,179,0,0,0,0,0,11,16,166,0,0,592,0,0,113,165,0,7,0,1,0,3,0,0,17,8,0,64,0,0,0,0,108,0,0,0,366,10,104,0,12,0,0,4,0,10,0,0,0,0,0,648,2,0,0,0,0,0,0,0,0,0,0,0,0,74,0,2,0,0,51,6,0,33,0,0,0,0,47,0,64,0,0,0,0,0,80,2,0,0,0,585,0,6,7,0,0,0,51,4,0,0,0,396,0,30,23,7,0,3,0,0,10,0,2,0,0,0,0,0,0,0,0,29,2,0,24,0,0,0,8,0,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,148,1,5,0,30,0,0,1394,0,0,13,0,179,338,0,0,0,0,112,0,0,28,0,137,123,53,0,0,0,737,10,0,17,3,87,47,0,80,7,9,103,0,0,0,2,14,73,17,0,88,0,26,0,0,0,0,0,0,225,0,0,0,54,83,0,100,7,0,831,228,0,0,0,71,0,15,4,0,0,184,34,0,200,21,0,0,251,0,0,0,0,0,0,19,305,0,5,869,0,0,196,172,0,0,0,0,0,0,6,0,0,0,0,47,19,0,1,9,0,4,0,0,0,2,0,0,0,2,12,0,0,0,0,0,0,0,0,419,0,4,0,0,0,1,0,0,0,2,0,0,0,82,0,0,0,0,0,3,0,0,0,0,0,0,0,0,101,3,0,0,0,0,52,0,0,0,0,1198,0,0,0,2,0,46,69,0,51,0,0,706,239,65,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,1,0,0,0,0,4,30,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,149,1,0,80,42,2,0,684,0,0,3,0,241,146,0,0,2,0,7,53,0,30,0,198,0,32,0,0,11,0,0,0,0,0,0,48,0,44,12,0,0,0,3,0,0,21,0,43,0,0,0,34,0,0,20,86,112,1,123,0,0,69,0,100,0,96,2,0,480,122,0,0,111,53,0,0,0,0,0,0,8,0,0,31,0,11,133,0,0,0,0,0,13,0,0,0,0,366,0,8,205,146,0,0,0,0,0,0,2,0,8,0,0,0,6,0,0,0,59,0,134,13,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,19,0,0,6,0,32,0,0,0,0,0,0,0,44,4,0,3,0,577,0,22,0,0,0,25,0,0,37,0,0,440,124,0,0,32,3,0,0,32,0,0,0,0,0,7,38,13,0,0,0,0,0,0,28,0,0,6,10,31,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,150,0,0,7,0,15,11,38,2,0,10,0,13,0,0,0,3,0,38,0,0,1,0,0,18,1,32,0,9,65,21,0,9,7,0,0,0,0,27,7,5,5,532,0,18,0,4,50,0,11,0,0,0,0,1,95,0,0,0,0,0,9,10,0,0,0,0,9,32,5,0,0,5,5,0,158,4,0,0,0,27,0,18,0,0,217,16,1,0,104,0,23,44,37,0,0,0,0,0,0,8,9,496,1,0,12,4,0,0,35,0,0,8,0,11,0,0,0,0,35,0,20,26,0,3,8,3,6,10,18,0,0,0,0,20,0,0,26,0,0,0,0,0,0,0,79,4,7,0,0,0,5,0,0,0,0,4,0,0,0,5,12,16,0,0,0,724,4,7,0,0,14,2,26,0,23,0,0,15,16,0,7,8,0,0,18,0,0,77,39,9,0,21,0,0,8,0,0,35,0,8,6,54,7,184,69,0,0,3,157,4,4,0,1,6,24,756,2,6,12
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,151,0,0,3,0,13,11,50,1,0,0,0,0,0,0,0,0,0,7,9,1,0,3,0,108,4,0,0,25,30,15,0,0,0,71,0,0,0,5,0,0,0,133,0,0,42,0,93,0,0,0,0,0,13,5,0,4,0,0,0,0,0,0,0,0,10,8,0,0,0,0,5,0,0,126,77,1,55,0,6,30,5,0,0,10,51,11,1,2,0,0,4,48,66,6,15,0,34,0,0,12,0,6,0,0,0,3,0,0,0,37,27,0,0,44,24,0,0,14,0,12,26,10,0,0,0,0,4,12,0,7,0,0,3,0,0,0,0,15,3,0,0,0,0,0,0,1,414,0,4,0,4,3,10,0,0,0,0,0,0,0,7,0,8,4,0,158,0,0,0,47,0,0,27,0,34,0,41,26,0,0,0,2,2,0,26,0,0,0,0,19,0,5,14,16,13,10,0,27,2,8,0,1,0,516,0,5,0,0,0,0,0,0,0,0,18,44,0,3,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,152,0,0,0,4,15,10,51,0,458,0,0,20,0,183,0,16,0,385,0,70,0,4,12,0,0,0,0,0,43,18,0,4,0,18,5,0,0,83,8,10,0,23,7,57,7,4,14,0,8,3,0,2,20,0,0,4,0,0,0,0,7,4,6,0,0,0,0,0,8,5,7,7,5,51,0,1,0,17,12,66,0,17,0,11,161,18,3,0,0,3,0,28,33,11,0,0,36,0,0,0,0,99,65,0,0,5,0,6,0,0,0,26,56,18,10,0,13,0,31,0,47,0,74,8,0,0,0,16,0,0,0,6,0,2,0,0,46,0,0,2,8,0,0,11,0,27,0,0,0,0,5,0,29,0,0,7,0,5,4,60,0,0,0,0,1,13550,0,7,0,0,0,0,5,0,0,0,53,8,0,0,0,39,3,4,0,0,3,13,82,0,0,0,220,0,0,0,2,72,0,0,0,2,2,711,0,0,4,0,117,2,3,0,0,0,29,0,0,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,153,0,0,0,3,30,16,0,0,116,35,0,25,44,0,0,12,3,0,0,11,0,3,10,0,2,36,0,42,47,0,12,0,28,0,0,0,0,0,59,16,0,33,6,0,7,6,0,0,16,2,0,34,48,0,0,0,0,16,0,4,12,0,0,0,11,12,12,43,16,0,0,0,0,0,91,76,9,0,9,0,24,0,3,5,0,14,0,12,0,0,0,42,92,12,0,0,45,5,63,0,0,53,5,0,0,0,19,8,403,0,0,8,6,45,4,0,0,12,0,0,54,0,0,16,7,12,7,15,0,8,25,6,8,16,32,0,46,0,0,30,0,0,0,0,0,7,0,0,0,3,0,0,7,9,4,0,1,5,2,0,0,25,0,0,26,73,26,1,0,3,160,0,0,0,0,0,93,0,74,0,58,17,0,0,0,0,0,14,39,30,0,0,37,219,0,0,1,92,0,0,0,13,0,0,37,14,7,2,5,5,4,0,0,0,0,0,5,0,8
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,154,1,1,102,0,0,251,656,0,0,7,0,277,672,2,0,0,0,6,0,5,0,0,177,0,58,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,89,62,3,96,1,0,0,3,0,0,0,0,313,0,0,0,0,81,0,99,0,11,796,115,0,2,159,0,0,19,0,0,0,0,0,0,148,49,0,70,170,0,0,0,0,0,16,9,138,13,0,0,0,20,205,234,0,11,17,2,0,0,2,0,0,8,7,11,18,29,0,0,0,17,189,16,234,0,160,0,11,0,1,0,59,0,1,0,0,1,0,833,56,0,0,5,0,0,1,19,0,0,0,0,0,72,2,0,0,0,50,0,0,0,0,0,6,0,54,0,0,8,0,1,0,0,0,0,0,19,1,628,0,0,0,4,0,38,0,0,61,0,0,686,0,43,5,0,3,0,0,32,0,0,0,0,0,0,5,0,4,6,0,0,0,1,53,8,0,0,0,56,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,155,1,0,72,0,3,0,0,0,0,0,0,0,323,0,0,0,0,8,0,0,15,0,51,0,26,0,35,0,819,0,0,0,4,0,0,0,38,23,0,0,0,0,0,0,23,62,0,0,0,0,25,2,3,0,0,39,0,168,0,0,98,0,100,4,134,0,0,385,223,0,0,0,0,0,11,0,15,2,158,12,0,159,21,0,0,167,0,0,0,0,0,0,12,0,0,0,0,0,9,154,196,0,1,0,0,0,0,0,0,0,0,53,0,139,0,0,10,160,0,192,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,9,354,0,13,0,0,0,0,0,0,0,1,0,0,0,85,0,4,0,3,45,0,0,0,0,0,0,0,32,0,36,0,0,7,0,0,60,0,25,7,0,228,0,10,24,22,0,26,46,0,0,0,0,645,0,24,0,0,0,0,0,18,15,0,0,0,0,0,0,62,0,0,0,0,2,0,30,0,20,0,0,70,1,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,156,1,0,0,0,3,137,375,0,0,1,0,183,349,0,0,0,0,0,0,0,18,0,0,0,22,0,22,0,0,0,0,0,0,1,62,0,19,16,1,0,0,0,0,0,0,35,0,0,59,0,17,0,0,0,0,0,0,122,0,0,35,96,58,0,38,0,0,391,57,0,0,0,64,0,0,0,0,4,137,24,0,79,17,0,0,74,0,0,0,0,0,5,13,70,2,0,525,0,5,92,55,8,33,0,0,0,0,1,0,0,1,0,0,0,0,0,33,68,0,144,10,321,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,25,0,0,0,0,47,3,0,23,0,0,0,0,0,0,0,10,0,0,0,0,43,0,0,10,0,324,0,0,0,0,0,23,43,4,21,0,0,558,81,0,0,0,0,0,0,33,0,0,1,0,0,0,0,3,0,0,0,14,0,0,16,0,0,0,0,28,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,157,1,0,17,0,0,124,153,0,75,0,0,91,161,2,0,0,0,21,1,0,0,0,89,0,16,0,16,0,0,1,0,0,6,0,0,0,24,0,0,4,0,0,0,0,16,0,157,0,57,0,17,0,0,0,10,43,0,142,0,0,67,72,33,0,71,0,0,241,68,0,0,97,33,0,2,0,0,0,106,0,0,0,0,0,0,83,0,0,0,0,0,0,3,0,0,35,551,1,0,0,43,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,55,3,129,9,193,0,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,44,0,1,0,0,29,0,0,20,0,0,0,0,39,0,0,0,0,0,0,0,61,0,0,3,0,125,0,0,0,0,0,16,40,0,14,0,0,0,0,25,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,28,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,158,0,0,0,0,22,9,23,1,0,72,52,11,19,18,0,0,0,265,0,0,0,0,0,0,3,10,2,9,0,0,0,18,0,0,0,0,0,49,0,2,0,111,0,0,0,4,0,0,7,2,1,15,49,0,41,0,0,14,2,0,0,6,4,0,4,0,0,46,0,1,0,0,3,12,44,0,11,0,0,0,0,10,0,0,3,0,0,0,0,0,0,48,46,13,3,0,0,0,67,0,13,47,0,0,0,0,0,3,0,0,0,0,0,0,18,0,48,8,5,0,71,21,37,0,65,0,0,0,1,0,0,0,0,4,0,0,42,170,0,0,5,0,0,0,0,12,0,0,0,0,0,3,5,2,0,0,0,116,0,0,0,0,0,4,0,83,9,0,0,0,0,0,0,1,30,0,0,44,0,0,0,0,0,0,134,0,0,0,0,0,0,0,41,0,0,0,2,0,1,4,10,5,0,0,32,5,0,0,0,5,0,1,0,0,13,46,3,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,159,1,0,65,24,0,163,460,0,0,9,0,0,374,0,0,0,0,5,0,0,21,0,47,0,27,0,14,0,495,0,0,0,3,18,69,0,0,0,0,0,0,0,0,0,0,35,0,0,91,0,0,0,0,0,0,50,0,306,0,0,49,66,144,10,44,0,0,526,133,0,0,0,58,0,3,0,0,0,0,14,0,95,19,0,0,112,0,0,0,0,7,0,0,119,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,90,11,348,0,54,3,0,0,0,0,0,0,0,0,0,0,7,577,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,29,0,1,12,0,0,0,0,46,0,47,0,0,0,0,0,0,0,0,9,0,288,531,0,0,0,0,24,0,0,16,0,0,363,0,25,0,24,79,0,0,26,0,0,3,0,0,0,0,0,5,0,1,0,0,0,22,0,0,0,0,34,0,4
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,160,0,3,4,1,11,7,43,2,0,74,0,0,21,10,0,0,0,0,0,0,0,0,7,54,0,0,0,310,0,26,0,22,8,34,8,2,1,158,0,50,14,0,0,18,16,0,0,0,0,2,0,0,6,0,157,0,0,9,0,2,4,6,5,0,0,8,1,50,14,0,0,5,0,62,2015,1,0,0,9,0,0,8,0,0,0,9,0,0,133,2,0,73,23,0,25,0,47,0,0,8,17,0,23,0,0,0,0,7,0,0,99,0,0,32,48,2,1,0,0,0,68,0,49,6,23,0,0,9,1,0,10,7,0,0,0,0,20,0,13,0,7,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,39,113,0,0,0,1,4,0,10,0,0,0,0,43,0,23,0,0,6,0,2,0,0,0,0,0,0,60,9,0,0,117,0,0,0,0,89,1,0,7,0,0,417,87,0,0,6,7,1,0,0,0,0,0,0,2,3,3
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,161,0,0,4,1,0,6,49,0,8,64,6,11,0,0,2,0,0,0,0,0,0,15,0,11,1,0,0,10,66,0,13,31,8,15,7,2,0,31,0,20,0,105,2,0,0,3,0,0,0,8,0,0,0,0,17,2,0,6,0,0,0,6,0,0,0,0,0,38,9,0,0,6,7,30,303,0,2,0,0,42,0,0,0,5,17,7,0,14,18,0,0,22,24,8,0,0,29,0,0,9,10,0,10,0,0,2,0,0,0,17,5,0,6,8,0,3,465,0,0,11,0,0,0,0,0,0,7,0,0,7,0,12,4,0,0,18,33,0,37,0,0,0,0,9,29,0,0,0,0,0,0,0,0,23,0,0,0,0,1,0,7,0,74,0,0,141,0,4,0,2,0,0,0,0,21,0,0,4,0,0,0,0,0,0,0,1,0,38,50,0,0,16,0,0,0,0,0,14,0,4,0,0,0,65,0,0,2,0,0,0,0,0,11,0,16,2,3,2,2
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,162,0,919,0,5,22,0,27,2,17,39,0,21,0,0,0,0,3,10,0,6,0,2,7,3,0,0,1,94,73,0,12,30,0,0,6,0,0,7,29,101,0,131,0,0,0,5,0,0,0,0,0,0,14,0,0,2,0,0,2,0,0,0,0,131,0,11,0,32,0,0,9,9,4,16,256,0,9,0,5,69,6,11,2,9,0,0,23,0,56,0,0,0,41,12,0,0,40,0,30,20,0,114,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,16,16,15,22,24,0,7,0,0,0,0,0,20,0,9,0,0,0,0,21,0,52,0,0,13,0,0,1,0,12,11,0,0,0,0,0,0,5,2,1,0,0,84,0,81,0,0,0,0,0,0,0,0,470,0,34,11,85,13,37,2,0,0,37,0,3,2,4,0,0,18,44,24,0,86,0,23,0,0,0,0,0,1,0,5,0,0,5,0,0,5,53,0,0,1,0,0,27,0,0,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,163,0,0,0,0,0,13,0,2,0,18,0,0,48,0,0,0,0,0,77,0,0,3,0,0,0,18,0,108,37,0,48,13,7,0,0,0,0,0,0,0,0,171,0,8,0,2,0,0,8,3,0,114,0,15,1147,3,0,0,0,0,0,0,4,0,0,0,0,60,0,1,0,10,0,0,98,7,7,40,0,0,13,15,0,3,0,0,9,0,0,0,0,0,56,0,0,0,30,0,57,8,0,0,154,0,0,0,0,0,0,0,689,0,0,0,3,0,0,4,5,12,23,23,10,0,0,0,0,0,0,0,58,0,3,0,0,0,39,8,18,26,17,0,0,0,3,0,0,1,0,0,6,0,10,0,6,0,79,18,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,92,38,2,25,12,21,7,0,0,1,0,4,0,0,0,0,0,0,3,0,0,14,0,2,13,0,3,0,19,0,0,154,4,0,0,1,0,3,0,0,8,18,759,5,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,164,0,0,0,0,17,18,59,0,77,0,0,21,39,0,0,10,0,172,7,14,0,0,0,0,0,0,0,48,40,0,0,54,0,0,6,2,0,196,0,0,0,52,3,0,80,3,0,0,0,0,2,0,27,19,0,3,0,12,0,0,7,10,0,44,6,15,0,0,0,4,0,6,7,6,206,0,6,0,7,0,0,18,0,0,50,0,5,0,77,0,0,31,28,10,0,3,60,5,0,13,0,0,7,0,4,0,0,5,40,0,0,0,0,57,3,0,107,0,15,20,59,34,0,8,22,38,8,105,0,0,0,2,2,8,0,6,50,0,25,16,34,0,34,0,0,0,2,15,30,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,3938,3,0,2,2,0,2,113,0,14,0,0,6,0,0,0,0,0,0,4,4,0,5,21,20,2,119,44,0,22,12,4,22,0,0,0,0,18,0,155,0,0,0,7,5,4,0,0,0,18,0,3,0,12
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,165,1,0,45,28,0,130,631,0,4,17,0,191,527,0,0,0,0,139,0,0,49,0,88,20,13,0,26,28,467,3,0,6,0,0,22,0,0,0,0,0,0,1,0,0,0,0,0,3,64,0,24,4,0,0,10,44,0,172,0,0,82,0,0,0,88,0,0,0,155,0,0,129,82,3,24,0,0,0,99,0,0,187,0,0,0,254,0,0,14,0,2,11,0,0,0,55,542,0,9,115,97,0,7,0,0,0,1,0,0,8,0,0,0,1,12,0,0,122,0,164,16,0,6,0,0,2,0,16,0,0,0,0,0,0,0,0,730,25,4,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,3,26,31,0,15,2,39,0,1,6,1,0,0,0,58,47,0,9,0,650,5,0,0,0,0,55,45,16,0,0,0,689,94,28,2,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,166,0,16,0,6,18,11,50,0,0,7,0,29,23,7,0,0,0,0,0,65,0,91,8,20,0,0,0,0,36,30,33,0,9,1406,0,0,3,102,3,52,51,436,4,0,14,0,0,0,0,0,0,4,0,10,0,0,7,0,2,0,5,9,0,15,0,17,0,47,7,1,0,13,0,0,7,6,19,12,9,40,0,13,0,4,0,13,0,0,45,1,0,35,62,0,0,87,76,5,0,0,7,0,8,15,0,0,0,0,0,34,0,0,5,83,70,0,0,11,26,0,34,38,2,8,119,0,6,0,0,30,0,6,1,22,0,2,40,0,39,13,8,38,28,0,2,0,0,0,0,0,0,9,9,8,1,6,0,34,0,0,0,2,0,0,0,0,9,8,11,0,0,0,19,0,37,3,47,0,18,3,0,0,3,4,26,0,22,0,0,17,0,104,109,0,19,0,3,0,0,0,14,0,0,278,7,6,0,0,8,0,0,0,0,0,0,0,6,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,167,0,0,5,3,9,13,26,0,4,0,0,17,16,12,0,0,0,0,0,9,1,0,9,46,1,0,0,9,0,0,7,132,21,0,0,0,0,53,10,0,0,50,2,0,37,0,7,4,0,11,0,7,0,4,285,4,2,14,2,2,4,0,0,0,6,0,0,0,10,3,0,9,0,1433,0,0,34,0,9,138,0,13,0,4,0,15,0,0,20,0,0,48,44,4,12,11,49,6,60,9,10,1,0,0,3,4,0,4,0,1,0,3,26,6,0,0,1910,0,5,11,47,0,0,0,16,0,7,0,0,6,0,6,1,0,0,0,14,0,0,0,0,0,73,0,22,1,0,18,0,1,0,0,9,0,1,0,0,7,0,0,0,3,0,4,0,49,2,0,7,0,0,4,0,0,24,0,40,19,0,0,11,0,0,2,0,2,0,0,0,14,0,2,0,26,0,1,0,34,0,0,7,12,0,0,73,0,0,0,0,4,0,0,0,0,17,7,0,4,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,1,168,1,0,39,11,2,122,0,0,23,0,0,145,346,2,0,0,0,0,0,0,0,0,45,0,19,0,0,0,321,4,0,5,0,0,59,0,0,3,0,0,0,0,0,14,0,37,0,2,68,0,0,0,3,15,0,37,0,73,0,0,59,0,75,8,58,0,0,418,56,0,0,0,64,1,12,11,0,2,0,0,0,0,24,1,0,140,0,0,0,0,0,0,0,0,0,0,910,2,15,228,169,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,107,0,119,6,326,14,82,0,0,0,1,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,1,0,0,0,41,0,0,6,0,0,1,0,0,0,0,26,25,0,32,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,23,0,3
